   4.6456132e-03   9.7614284e-01
   4.7640705e-03   9.7505777e-01
   4.8855483e-03   9.7392208e-01
   5.0101237e-03   9.7273787e-01
   5.1378755e-03   9.7149860e-01
   5.2688849e-03   9.7020652e-01
   5.4032348e-03   9.6885507e-01
   5.5410105e-03   9.6744543e-01
   5.6822993e-03   9.6597282e-01
   5.8271908e-03   9.6443230e-01
   5.9757768e-03   9.6282338e-01
   6.1281516e-03   9.6114384e-01
   6.2844118e-03   9.5938879e-01
   6.4446564e-03   9.5755641e-01
   6.6089870e-03   9.5564156e-01
   6.7775078e-03   9.5364308e-01
   6.9503258e-03   9.5155586e-01
   7.1275503e-03   9.4937608e-01
   7.3092939e-03   9.4709912e-01
   7.4956717e-03   9.4472330e-01
   7.6868019e-03   9.4224113e-01
   7.8828057e-03   9.3964942e-01
   8.0838073e-03   9.3694663e-01
   8.2899342e-03   9.3412157e-01
   8.5013171e-03   9.3117349e-01
   8.7180900e-03   9.2809592e-01
   8.9403903e-03   9.2488091e-01
   9.1683590e-03   9.2152576e-01
   9.4021407e-03   9.1802501e-01
   9.6418834e-03   9.1437016e-01
   9.8877393e-03   9.1054995e-01
   1.0139864e-02   9.0656544e-01
   1.0398418e-02   9.0240621e-01
   1.0663565e-02   8.9806727e-01
   1.0935472e-02   8.9353634e-01
   1.1214313e-02   8.8880768e-01
   1.1500264e-02   8.8387403e-01
   1.1793506e-02   8.7872464e-01
   1.2094226e-02   8.7334722e-01
   1.2402613e-02   8.6773496e-01
   1.2718864e-02   8.6187930e-01
   1.3043179e-02   8.5577021e-01
   1.3375764e-02   8.4939281e-01
   1.3716829e-02   8.4273901e-01
   1.4066591e-02   8.3579701e-01
   1.4425271e-02   8.2854745e-01
   1.4793097e-02   8.2098914e-01
   1.5170303e-02   8.1310060e-01
   1.5557126e-02   8.0486301e-01
   1.5953814e-02   7.9627225e-01
   1.6360616e-02   7.8730164e-01
   1.6777791e-02   7.7794791e-01
   1.7205604e-02   7.6818116e-01
   1.7644325e-02   7.5799121e-01
   1.8094233e-02   7.4735163e-01
   1.8555613e-02   7.3625031e-01
   1.9028758e-02   7.2467134e-01
   1.9513967e-02   7.1257743e-01
   2.0011549e-02   6.9995884e-01
   2.0521818e-02   6.8679285e-01
   2.1045099e-02   6.7305248e-01
   2.1581722e-02   6.5874815e-01
   2.2132029e-02   6.4411408e-01
   2.2696368e-02   6.2918492e-01
   2.3275097e-02   6.1397025e-01
   2.3868582e-02   5.9847686e-01
   2.4477201e-02   5.8270891e-01
   2.5101339e-02   5.6666266e-01
   2.5741392e-02   5.5033995e-01
   2.6397765e-02   5.3376222e-01
   2.7070875e-02   5.1692632e-01
   2.7761148e-02   4.9984486e-01
   2.8469022e-02   4.8253556e-01
   2.9194946e-02   4.6499609e-01
   2.9939381e-02   4.4725935e-01
   3.0702797e-02   4.2932740e-01
   3.1485680e-02   4.1122786e-01
   3.2288525e-02   3.9298202e-01
   3.3111842e-02   3.7461993e-01
   3.3956152e-02   3.5616809e-01
   3.4821992e-02   3.3766846e-01
   3.5709909e-02   3.1916569e-01
   3.6620466e-02   3.0070805e-01
   3.7554242e-02   2.8235348e-01
   3.8511828e-02   2.6418650e-01
   3.9493831e-02   2.4630762e-01
   4.0500874e-02   2.2884552e-01
   4.1533596e-02   2.1199599e-01
   4.2592650e-02   1.9622544e-01
   4.3678709e-02   1.8156261e-01
   4.4792461e-02   1.6767925e-01
   4.5934613e-02   1.5446775e-01
   4.7105887e-02   1.4185321e-01
   4.8307028e-02   1.2980781e-01
   4.9538797e-02   1.1830493e-01
   5.0801974e-02   1.0732139e-01
   5.2097360e-02   9.6851286e-02
   5.3425777e-02   8.6882536e-02
   5.4788067e-02   7.7420496e-02
   5.6185094e-02   6.8464060e-02
   5.7617743e-02   6.0012895e-02
   5.9086923e-02   5.2071583e-02
   6.0593566e-02   4.4652022e-02
   6.2138625e-02   3.7753630e-02
   6.3723082e-02   3.1388984e-02
   6.5347940e-02   2.5572721e-02
   6.7014231e-02   2.0309998e-02
   6.8723009e-02   1.5616197e-02
   7.0475360e-02   1.1505718e-02
   7.2272393e-02   7.9953105e-03
   7.4115248e-02   5.1013246e-03
   7.6005093e-02   2.8350075e-03
   7.7943128e-02   1.2157014e-03
   7.9930579e-02   2.6663894e-04
   8.1968708e-02             NaN
   8.4058807e-02             NaN
   8.6202201e-02             NaN
   8.8400249e-02             NaN
   9.0654344e-02             NaN
   9.2965916e-02             NaN
   9.5336430e-02             NaN
   9.7767389e-02             NaN
   1.0026033e-01             NaN
   1.0281685e-01             NaN
   1.0543855e-01             NaN
   1.0812710e-01             NaN
   1.1088420e-01             NaN
   1.1371161e-01             NaN
   1.1661111e-01             NaN
   1.1958455e-01             NaN
   1.2263380e-01             NaN
   1.2576081e-01             NaN
   1.2896756e-01             NaN
   1.3225607e-01             NaN
   1.3562843e-01             NaN
   1.3908678e-01             NaN
   1.4263332e-01             NaN
   1.4627029e-01             NaN
   1.5000000e-01             NaN
